Date,"Record Number","Record Type",Address,Description,"Permit Name",Status,"Short Notes",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
09/02/2021,BB-202106058,"Residential New","516 OLD WHEAT ST NE, ATLANTA GA 30312","NEW DUPLEX","DUPLEX FAMILY RESIDENCE FOR MICHAEL & JENNIFER DEMETRIUS","Routed for Review",,33.756042,-84.370706,1,rooftop,516,"Old Wheat St NE",,,Atlanta,GA,"Fulton County",30312,US,"City of Atlanta"
09/02/2021,BB-202106054,"Residential New","1530 VENETIAN DR SW, ATLANTA GA 30311","NEW 2-STORY SINGLE FAMILY DWELLING","New SFR",Accepted,,33.714143,-84.438653,1,rooftop,1530,"Venetian Dr SW",,,Atlanta,GA,"Fulton County",30311,US,"City of Atlanta"
09/01/2021,BB-202106053,"Residential New","512 DELEVAN ST SW, ATLANTA GA 30310","NSF HOME CONSTRUCTION","512 DELEVAN",Terminated,,33.726727,-84.404522,1,rooftop,512,"Delevan St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
09/01/2021,BB-202106052,"Residential New","512 DELEVAN ST SW, ATLANTA GA 30310","NSF HOME CONSTRUCTION","512 DELEVAN",Issued,,33.726727,-84.404522,1,rooftop,512,"Delevan St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
09/01/2021,BB-202106043,"Residential New","3944 POWERS FERRY RD NW, ATLANTA GA 30342","NEW SFR WITH GARAGE, POOL AND RETAINING WALL AND DRIVEWAY EXTENSION AND PARKING COURT.","3944 POWER FERRY",Posted,,33.862369,-84.391536,1,rooftop,3944,"Powers Ferry Rd NW",,,Atlanta,GA,"Fulton County",30342,US,"City of Atlanta"
09/01/2021,BB-202106035,"Residential New","3176 OVERHILL CT SE, ATLANTA GA 30354","Construction of new single family residence with front porch and rear deck, new driveway to be poured.             (INTERIOR LOT OF 3116 BROWNS MILL ROAD                                                                                                                       BROWNS MILL SUBDIVISION PDSD-20-001.....PARCEL ID:14","NEW SINGLE FAMILY RESIDENCE",Issued,,33.669115,-84.378777,1,rooftop,3176,"Overhill Ct SE",,,Atlanta,GA,"Fulton County",30354,US,"City of Atlanta"
08/31/2021,BB-202106027,"Residential New","1278 WESTMONT RD SW, ATLANTA GA 30311","PROPOSED NEW 2 STORY SFR","NEW CONSTRUCTION",Terminated,,33.720372,-84.437318,1,rooftop,1278,"Westmont Rd SW",,,Atlanta,GA,"Fulton County",30311,US,"City of Atlanta"
08/31/2021,BB-202106026,"Residential New","1278 WESTMONT RD SW, ATLANTA GA 30311","PROPOSED NEW 2 STORY SFR/ INCLUDES SIDEWALK INSTALL","NEW CONSTRUCTION",Posted,,33.720372,-84.437318,1,rooftop,1278,"Westmont Rd SW",,,Atlanta,GA,"Fulton County",30311,US,"City of Atlanta"
08/31/2021,BB-202106019,"Residential New","1899 LUCY COMPTON LN NW, ATLANTA GA 30318","CONSTRUCTION OF A NEW SINGLE FAMILY HOME WITH ATTACHED GARAGE.(LD-201300025)","WEST HIGHLANDS 721",Issued,,33.794553,-84.453667,1,rooftop,1899,"Lucy Compton Ln NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
08/31/2021,BB-202106018,"Residential New","1903 LUCY COMPTON LN NW, ATLANTA GA 30318","CONSTRUCTION OF A NEW SINGLE FAMILY HOME WITH ATTACHED GARAGE(LD-201300025)","WEST HIGHLANDS 722",Issued,,33.794607,-84.453524,1,rooftop,1903,"Lucy Compton Ln NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
08/31/2021,BB-202106011,"Residential New","924 SIMS ST SW, ATLANTA GA 30310","FULL CONSTRUCTION A NEW 2 LEVEL HOUSE","924 SIMS STREET SW",Posted,,33.729717,-84.402954,1,rooftop,924,"Sims St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
08/31/2021,BB-202106007,"Residential New","470 CHAPPELL RD NW, ATLANTA GA 30318","NEW SINGLE FAMILY  / 3 STORY WITH GARAGE","CHAPPELL RD  470",Accepted,,33.768162,-84.433406,1,rooftop,470,"Chappell Rd NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
08/31/2021,BB-202105997,"Residential New","1696 ADAMS DR SW, ATLANTA GA 30311","NEW SINGLE FAMILY / 5 BEDROOMS AND 5.5. BATHROOM","1696 ADAMS DRIVE",Posted,,33.709011,-84.488725,1,rooftop,1696,"Adams Dr SW",,,Atlanta,GA,"Fulton County",30311,US,"City of Atlanta"
08/31/2021,BB-202105996,"Residential New","161 CLAIRE DR SE, ATLANTA GA 30315","CONSTRUCT 1591 SQ FT NEW SINGLE FAMILY RESIDENCE","161 CLAIRE DR",Posted,,33.704739,-84.38301,1,rooftop,161,"Claire Dr SE",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
08/31/2021,BB-202105995,"Residential New","50 JAMES P BRAWLEY DR SW, ATLANTA GA 30314","NEW CONSTRUCTION FOR A SINGLE FAMILY RESIDENCE FOR THE PRESIDENT OF CLARK-ATLANTA UNIVERSITY TO RESIDE.","ATLANTA UNIVERSITY COLLEGE PRESIDENT'S SFR",Posted,,33.753335,-84.411413,1,rooftop,50,"James P Brawley Dr SW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
08/31/2021,BB-202105994,"Residential New","827 FLAMINGO DR SW, ATLANTA GA 30311","CONSTRUCTION OF NEW 2133 SQ FT SINGLE FAMILY RESIDENCE","827 FLAMINGO",Posted,,33.732802,-84.468004,1,range_interpolation,827,"Flamingo Dr SW",,,Atlanta,GA,"Fulton County",30311,US,"TIGER/Line® dataset from the US Census Bureau"
08/31/2021,BB-202105992,"Residential New","1142 COLEMAN ST SW, ATLANTA GA 30310","CONSTRUCTION OF NEW 1,591 SQ FT SINGLE FAMILY RESIDENCE","1142 COLEMAN ST",Accepted,,33.723785,-84.403764,1,rooftop,1142,"Coleman St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
08/31/2021,BB-202105991,"Residential New","60 WALTHALL ST NE, ATLANTA GA 30307","CONSTRUCT NEW DUPLEX ON VACANT LOT. WORK INCLUDES COVERED PORCHES AND COVERED PATIO.","NEW DUPLEX",Issued,,33.755051,-84.352637,1,rooftop,60,"Walthall St NE",,,Atlanta,GA,"Fulton County",30307,US,"City of Atlanta"
08/31/2021,BB-202105985,"Residential New","362 6TH ST NE, ATLANTA GA 30308","CONTRUCT NEW SINGLE FAMILYV-20-24","NEW SINGLE FAMILY","Ready to Issue",,33.776468,-84.375451,1,rooftop,362,"6th St NE",,,Atlanta,GA,"Fulton County",30308,US,"City of Atlanta"
08/30/2021,BB-202105956,"Residential New","1149 WELCH ST SW, ATLANTA GA 30310","NEW CONSTRUCTION SFR","11498 WELCH ST",Accepted,,33.723682,-84.405065,1,rooftop,1149,"Welch St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
08/30/2021,BB-202105951,"Residential New","1321 OAK ST SW, ATLANTA GA 30310","NEW SINGLE FAMILY","OAK STREET",Posted,,33.740757,-84.431088,1,rooftop,1321,"Oak St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
08/30/2021,BB-202105940,"Residential New","4210 PEACHTREE DUNWOODY RD NE, ATLANTA GA 30342","CONSTRUCT A NEW SINGLE FAMILY RESIDENCE.","Macmaster Residence NSF",Posted,,33.869611,-84.359283,1,rooftop,4210,"Peachtree Dunwoody Rd NE",,,Atlanta,GA,"Fulton County",30342,US,"City of Atlanta"
08/29/2021,BB-202105963,"Residential New","1074 MOORES MILL RD NW, ATLANTA GA 30327","NEW SINGLE FAMILY","MOORES MILL NEW SINGLE FAMILY",Posted,,33.836724,-84.421203,1,rooftop,1074,"Moores Mill Rd NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
08/28/2021,BB-202105965,"Residential New","1313 METROPOLITAN PKWY SW, ATLANTA GA 30310","NEW TWO STORY NEW SINGLE FAMILY","BURTON NEW SINGLE FAMILY","Routed for Review",,33.718966,-84.408214,1,rooftop,1313,"Metropolitan Pkwy SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
08/27/2021,BB-202105930,"Residential New","810 COOPER ST SW, ATLANTA GA 30315","SINGLE FAMILY RESIDENCE NEW CONSTRUCTION","810 COOPER ST","Routed for Review",,33.732621,-84.396891,1,rooftop,810,"Cooper St SW",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
08/27/2021,BB-202105912,"Residential New","925 CAPITOL AVE SW, ATLANTA GA 30315","THE PROJECT ENCOMPASSES THE NEW CONSTRUCTION OF A DUPLEX UNIT AND (2) ACCESSORY DWELLING UNITS DEVELOPMENT ON THE LOT LOCATED AT THE ADDRESS HEREIN. THE LOT SHALL BE SUBDIVIDED AND A ""ZERO LOT LINE"" APPLICATION SHALL BE APPLIED FOR.","925 HANK AARON DUPLEX UNIT & ACCESSORY DWELLING UNIT DEVELOPMENT",Terminated,,33.729366,-84.388399,1,rooftop,925,"Capitol Ave SW",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
08/27/2021,BB-202105911,"Residential New","925 CAPITOL AVE SW, ATLANTA GA 30315","THE PROJECT ENCOMPASSES THE NEW CONSTRUCTION OF A DUPLEX UNIT AND (2) ACCESSORY DWELLING UNITS DEVELOPMENT ON THE LOT LOCATED AT THE ADDRESS HEREIN. THE LOT SHALL BE SUBDIVIDED AND A ""ZERO LOT LINE"" APPLICATION SHALL BE APPLIED FOR.","925 HANK AARON DUPLEX UNIT & ACCESSORY DWELLING UNIT DEVELOPMENT",Posted,,33.729366,-84.388399,1,rooftop,925,"Capitol Ave SW",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
08/26/2021,BB-202105878,"Residential New","1116 3RD ST NW, ATLANTA GA 0","NEW 2 STORY SINGLE FAMILY HOUSE WITH FRONT PORCH AND REAR PATIO","BELLWOOD DEVELOPERS NSF",Issued,,33.785492,-84.469591,1,rooftop,1116,"3rd St NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
08/26/2021,BB-202105874,"Residential New","393 ARTHUR ST SW, ATLANTA GA 30310","Construction of new 2 story SFR with driveway and fence.","New Horizons New  SFR",Issued,,33.728256,-84.400678,1,rooftop,393,"Arthur St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
08/26/2021,BB-202105873,"Residential New","940 MAULDIN ST SE, ATLANTA GA 30316","Construct new duplex on vacant lot. Includes front porch, covered balcony, and roof balcony.","Spencer Love Homes New Duplex",Issued,,33.749477,-84.356372,1,rooftop,940,"Mauldin St SE",,,Atlanta,GA,"Fulton County",30316,US,"City of Atlanta"
08/26/2021,BB-202105871,"Residential New","4260 RICKENBACKER WAY NE, ATLANTA GA 30342","NEW SINGLE FAMILY","4260 RICKENBACKER  ( NEW HOME )",Posted,,33.8711,-84.377736,1,rooftop,4260,"Rickenbacker Way NE",,,Atlanta,GA,"Fulton County",30342,US,"City of Atlanta"
08/25/2021,BB-202105858,"Residential New","1368 LOCKWOOD DR SW, ATLANTA GA 30311","CONSTRUCT NEW SFR",LOCKWOOD,Issued,,33.717976,-84.438467,1,rooftop,1368,"Lockwood Dr SW",,,Atlanta,GA,"Fulton County",30311,US,"City of Atlanta"
08/24/2021,BB-202105822,"Residential New","3129 ARDEN RD NW, ATLANTA GA 30305","MAJOR HOUSE RENOVATION/ADDITION OF A STONE TERRACE IN THE SIDE YARD WITH MINOR GRADING.","THE HORNER RESIDENCE",Closed,,33.840172,-84.400334,1,rooftop,3129,"Arden Rd NW",,,Atlanta,GA,"Fulton County",30305,US,"City of Atlanta"
08/24/2021,BB-202105819,"Residential New","239 PINELAND RD NW, ATLANTA GA 30342","NEW SFR WITH COVERED PORCH/PORTE COCHERE/NEW DRIVEWAY/DETACHED GARAGE","NEW CONSTRUCTION",Posted,,33.866733,-84.395717,1,rooftop,239,"Pineland Rd NW",,,Atlanta,GA,"Fulton County",30342,US,"City of Atlanta"
08/24/2021,BB-202105816,"Residential New","52 WEST BROOKHAVEN DR NE, ATLANTA GA 30319","CONSTRUCTION OF NEW TWO STORY HOME WITH SUBTERRANEAN BASEMENT/COVERED TERRACES/PORTE COCHERE/ATTACHED GARAGE","ELLISON MESA RESIDENCE",Posted,,33.862424,-84.350233,1,rooftop,52,"W Brookhaven Dr NE",,,Atlanta,GA,"Fulton County",30319,US,"City of Atlanta"
08/24/2021,BB-202105807,"Residential New","1034 PALMETTO AVE SW, ATLANTA GA 30314","NEW SFR","1034 PALMETTO",Issued,,33.751623,-84.421693,1,rooftop,1034,"Palmetto Ave SW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
08/24/2021,BB-202105796,"Residential New","701 SMITH ST SW, ATLANTA GA 30310","SFR NEW CONSTRUCTION","701 SMITH ST",Posted,,33.735763,-84.401072,1,rooftop,701,"Smith St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
08/24/2021,BB-202105794,"Residential New","676 SMITH ST SW, ATLANTA GA 30310","SINGLE FAMILY RESIDENCE NEW CONSTRUCTION","New Single Family",Posted,,33.736464,-84.400616,1,rooftop,676,"Smith St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
08/24/2021,BB-202105791,"Residential New","795 COOPER ST SW, ATLANTA GA 30315","SINGLE FAMILY RESIDENCE NEW CONSTRUCTION.","NEW CONSTRUCTION",Accepted,,33.733172,-84.397445,1,rooftop,795,"Cooper St SW",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
08/24/2021,BB-202105782,"Residential New","1020 MCDANIEL ST SW, ATLANTA GA 30310","NEW TWO STORY RESIDENCE.10-04-21_CONDITIONAL PLACARD REMOVAL_JBENTLEY","NSF - 1020 MCDANIEL STREET SW",Issued,,33.727055,-84.401386,1,rooftop,1020,"McDaniel St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
08/24/2021,BB-202105781,"Residential New","2530 OLDKNOW DR NW, ATLANTA GA 30318","Construction of new single family residence with front porch and side deck, new driveway to be poured.","NSF Bishop residence","Routed for Review",,33.771469,-84.47002,1,rooftop,2530,"Oldknow Dr NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
08/24/2021,BB-202105774,"Residential New","73 CLAY ST SE, ATLANTA GA 30317","Construction of new two story single family house on basement with attached garage, and work shop/Covered front porch, covered back patio, uncovered patio, new driveway and walkways.","THE RYSDON RESIDENCE",Issued,,33.751412,-84.330649,1,rooftop,73,"Clay St SE",,,Atlanta,GA,"Dekalb County",30317,US,"City of Atlanta"
08/23/2021,BB-202105751,"Residential New","1330 ADAMS DR SW, ATLANTA GA 30311","PROPOSED NEW 2 STORY SINGLE FAMILY HOME WITH ATTACHED GARSGE.","NEW SINGLE FAMILY HOME",Posted,,33.719215,-84.485932,1,rooftop,1330,"Adams Dr SW",,,Atlanta,GA,"Fulton County",30311,US,"City of Atlanta"
08/23/2021,BB-202105748,"Residential New","3301 LANDINGS SOUTH DR SW, ATLANTA GA 30331","NEW CONSTRUCTIONSINGLE FAMILY HOME","3301 LANDING SOUTH NSF",Accepted,,33.662068,-84.521095,1,rooftop,3301,"Landings South Dr SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
08/23/2021,BB-202105727,"Residential New","1895 LUCY COMPTON LN NW, ATLANTA GA 30318","CONSTRUCTION OF A NEW SINGLE FAMILY HOME WITH ATTACHED GARAGE.(LD-201300025)","NSF - WEST HIGHLANDS 720 (LD-201300025)",Issued,,33.794488,-84.453809,1,rooftop,1895,"Lucy Compton Ln NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
08/22/2021,BB-202105790,"Residential New","1237 LENA ST NW, ATLANTA GA 30314","NEW 2 STORY SINGLE FAMILY WITH BASMENT AND ATTACHED GARAGE","LENA  NEW SINGLE FAILY  (V-20-96)",Accepted,,33.756939,-84.427701,1,rooftop,1237,"Lena St NW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
08/22/2021,BB-202105787,"Residential New","230 LITTLE JOHN TRL NE, ATLANTA GA 30309","REPLACE OLD DECK, ADD NEW  COVERED PORCH. INTEROR ALT  NEW  WINDOWS.","LITTLE JOHN TRL",Accepted,,33.803401,-84.379624,1,rooftop,230,"Little John Trl NE",,,Atlanta,GA,"Fulton County",30309,US,"City of Atlanta"
08/22/2021,BB-202105725,"Residential New","3226 MAYO PL SW, ATLANTA GA 30311","BUILD NEW SINGLE FAMILY DEWELLING","NSF - 3226 MAYO PLACE",Accepted,,33.696405,-84.494435,1,rooftop,3226,"Mayo Pl SW",,,Atlanta,GA,"Fulton County",30311,US,"City of Atlanta"
08/20/2021,BB-202105719,"Residential New","3701 BRADFORD WAY SW, ATLANTA GA 30331","CONSTRUCT NEW SFR",MYLESTONE,Accepted,,33.68016,-84.515308,1,rooftop,3701,"Bradford Way SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
08/20/2021,BB-202105706,"Residential New","3695 BRADFORD WAY SW, ATLANTA GA 30331","NEW CONSTRUCTION OF SFR",MYLESTONE,Accepted,,33.680162,-84.514995,1,rooftop,3695,"Bradford Way SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
08/19/2021,BB-202105761,"Residential New","3161 OVERHILL CT SE, ATLANTA GA 30354","CONSTUCTION OF NSF, FRONT PORCH SIDE DECK, DRIVEWAY","OVERHILL NEW SINGLE FAMILY",Issued,,33.669532,-84.379275,1,rooftop,3161,"Overhill Ct SE",,,Atlanta,GA,"Fulton County",30354,US,"City of Atlanta"
08/19/2021,BB-202105680,"Residential New","1108 MECASLIN ST NW, ATLANTA GA 30318","Construct new 3 story single family home and driveway at 1108 Mecaslin St.","Construct new 3 story single family home and driveway.","Routed for Review",,33.785017,-84.400061,1,rooftop,1108,"Mecaslin St NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
08/19/2021,BB-202105673,"Residential New","4 EAST DR NE, ATLANTA GA 30305","CONSTRUCT NSFR","NEW SFR",Accepted,,33.821746,-84.383872,1,rooftop,4,"East Dr NE",,,Atlanta,GA,"Fulton County",30305,US,"City of Atlanta"
08/19/2021,BB-202105666,"Residential New","1565 LINDA WAY SW, ATLANTA GA 30310","NEW CONSTRUCTION WITH ATTCHED GARAGE.","NEW SFR",Accepted,,33.734667,-84.438604,1,rooftop,1565,"Linda Way SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
08/19/2021,BB-202105662,"Residential New","1381 WESSYNGTON RD NE, ATLANTA GA 30306","NEW TWO STORY SINGLE FAMILY HOUSE WITH GARAGE, FRONT AND REAR PORCH","NEW SINGLE FAMILY HOUSE",Issued,,33.79256,-84.354931,1,rooftop,1381,"Wessyngton Rd NE",,,Atlanta,GA,"Fulton County",30306,US,"City of Atlanta"
08/19/2021,BB-202105656,"Residential New","64 THE PRADO NE, ATLANTA GA 30309","CONSTRUCTION OF NEW SFR/SWIMMING POOL/RETAINING WALLS","64 THE PRADO",Posted,,33.791545,-84.377397,1,rooftop,64,"The Prado NE",,,Atlanta,GA,"Fulton County",30309,US,"City of Atlanta"
08/18/2021,BB-202105697,"Residential New","489 DUNBAR ST SW, ATLANTA GA 30310","NSF 2 STORY HOME","DUNBAR NSF",Posted,,33.723037,-84.403777,1,rooftop,489,"Dunbar St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
08/18/2021,BB-202105628,"Residential New","556 CRESTHILL AVE NE, ATLANTA GA 30306","NEW SFR. 2 STORY WITH ATTIC & BASEMENT, 2 CAR GARAGE.","NEW SFR",Posted,,33.784369,-84.369459,1,rooftop,556,"Cresthill Ave NE",,,Atlanta,GA,"Fulton County",30306,US,"City of Atlanta"
08/18/2021,BB-202105625,"Residential New","962 WELCH ST SW, ATLANTA GA 30310","NEW 600 SF 2 STORY SINGLE FAMILY.","WELCH NSF",Issued,,33.728691,-84.404606,1,rooftop,962,"Welch St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
08/18/2021,BB-202105620,"Residential New","1013 SIMS AVE NW, ATLANTA GA 30318","NEW 2 STORY SINGLE FAMILY HOUSE WITH FRONT PORCH AND REAR PATIO.","NEW HOUSE",Posted,,33.781868,-84.452568,1,rooftop,1013,"Sims Ave NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
08/18/2021,BB-202105619,"Residential New","1148 7TH ST NW, ATLANTA GA 30318","NEW 2 STORY SINGLE FAMILY HOUSE WITH FRONT PORCH AND REAR PATIO.","NEW HOUSE",Posted,,33.786372,-84.473825,1,rooftop,1148,"7th St NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
08/18/2021,BB-202105606,"Residential New","1476 FAIRMONT AVE NW, ATLANTA GA 30318","CONSTRUCTION OF A NEW SINGLE FAMILY HOME WITH ATTACHED GARAGE (LD 201600064)","WEST TOWN 57",Issued,,33.795347,-84.422271,1,rooftop,1476,"Fairmont Ave NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
08/17/2021,BB-202105591,"Residential New","3322 LANDINGS SOUTH DR SW, ATLANTA GA 30331","NEW CONSTRUCTION OF A SINGLE FAMILY HOME","NSF - 3322 LANDING SOUTH DRIVE",Accepted,,33.662424,-84.521454,1,rooftop,3322,"Landings South Dr SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
08/17/2021,BB-202105567,"Residential New","1047 MARGARET PL NW, ATLANTA GA 30318","NEW 2 STORY SINGLE FAMILY HOUSE WITH FRONT PORCH AND REAR PATIO.","NEW HOUSE",Posted,,33.782711,-84.45092,1,rooftop,1047,"Margaret Pl NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
08/17/2021,BB-202105566,"Residential New","3929 TUXEDO RD NW, ATLANTA GA 30342","CONSTRUCTION OF 2 STORY SFR, GARARGE, FRONT PORCH, REAR COVERED PORCH, CONCRETE FOUNDATION,  RETAINING WALLS, DRIVEWAY, MOTOR COURT, POOL TERRACE & POOL.","STEPHENSON-RESIDENCE-NEW SFR",Posted,,33.862226,-84.393436,1,rooftop,3929,"Tuxedo Rd NW",,,Atlanta,GA,"Fulton County",30342,US,"City of Atlanta"
08/16/2021,BB-202106006,"Residential New","309 FORTUNE ST NE, ATLANTA GA 30312","OVER 50% DEMO NEW CONSTRUCTION","FORTUNE NEW CONSTRUCTION",Accepted,,33.762672,-84.366391,1,rooftop,309,"Fortune St NE",,,Atlanta,GA,"Fulton County",30312,US,"City of Atlanta"
08/16/2021,BB-202105547,"Residential New","1497 ENGLISH ST NW, ATLANTA GA 30318","Construction of a new SFR with attached garage.","NEW SFR",Issued,,33.794948,-84.423047,1,rooftop,1497,"English St NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
08/16/2021,BB-202105544,"Residential New","2002 DREW DR NW, ATLANTA GA 30318","Construction of a new SFR with attached garage.LD-201300025","NEW SFR",Issued,,33.793067,-84.455075,1,rooftop,2002,"Drew Dr NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
08/16/2021,BB-202105538,"Residential New","1090 WEST AVE SW, ATLANTA GA 30315","NEW HOME","1090 WEST AVENUE",Posted,,33.725108,-84.395462,1,rooftop,1090,"West Ave SW",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
08/16/2021,BB-202105516,"Residential New","894 BOOKER WASHINGTON DR NW, ATLANTA GA 30314","Construction of new single family residence with front porch and rear deck. No driveway to be constructed. SAP APPROVED: SAP-21-071","New SFR",Issued,,33.758863,-84.416766,1,rooftop,894,"Booker Washington Dr NW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
08/14/2021,BB-202106004,"Residential New","3727 CLOUDLAND DR NW, ATLANTA GA 30327","NEW SINGLE FAMILY","LAPIDUS HOME",Posted,,33.858459,-84.436572,1,rooftop,3727,"Cloudland Dr NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
08/13/2021,BB-202105510,"Residential New","1060 GRANT WAY SE, ATLANTA GA 30315","NEW TWO - FAMILY DWELLING (DUPLEX) UNIT 1 = 560 UNIT = 1130","DUPLEX - 1060 GRANT WAY (BL-21-009)",Issued,,33.725265,-84.380317,1,rooftop,1060,"Grant Way SE",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
08/13/2021,BB-202105500,"Residential New","890 CASCADE AVE SW, ATLANTA GA 30311","NEW CONSTRUCTION SINGLE FAMILY RESIDENTIAL",NSF,Issued,,33.730836,-84.439331,1,rooftop,890,"Cascade Ave SW",,,Atlanta,GA,"Fulton County",30311,US,"City of Atlanta"
08/13/2021,BB-202105493,"Residential New","3311 LANDINGS SOUTH DR SW, ATLANTA GA 30331","NEW CONSTRUCTION , SINGLE FAMIILY HOME","3311 LANDING SOUTH DR",Accepted,,33.662152,-84.520834,1,rooftop,3311,"Landings South Dr SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
08/12/2021,BB-202105461,"Residential New","1767 WARREN CT NW, ATLANTA GA 30318","CONSTRUCT NEW SFR ON CRAWL SPACE, WITH CONCRETE DRIVEWAY, FRONT PORCH REAR DECK AND REAR SCREENED PORCH","New Home Design for 1767 Warren Ct",Issued,,33.821834,-84.44513,1,rooftop,1767,"Warren Ct NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
